source_row	name	source_category	source_subcategory	tool_url	publication_url	year	programming_language	proposed_primary_function	proposed_platforms	proposed_analysis_types	proposed_interfaces	proposed_resource_type	flags
33	MolDiscovery	Annotation	Spectral similarity retrieval	https://github.com/mohimanilab/molDiscovery	https://www.nature.com/articles/s41467-021-23986-0	2021	Webserver	spectral_analysis	platform_independent		web_app	database_knowledgebase	
41	FastEI	Annotation	Spectral similarity retrieval	https://github.com/Qiong-Yang/FastEI	https://www.nature.com/articles/s41467-023-39279-7	2023	Python	spectral_analysis	platform_independent		python_package	programming_package	
44	MSBERT	Annotation	Learned spectrum representations	https://github.com/zhanghailiangcsu/MSBERT	https://pubs.acs.org/doi/10.1021/acs.analchem.4c02426	2024	Python	spectral_analysis	lc_ms		python_package	programming_package	
72	DeepMASS	Annotation	Learned spectrum representations	https://github.com/hcji/DeepMASS2_Data_Processing	https://www.biorxiv.org/content/10.1101/2024.05.30.596727v2	2024	Python	spectral_analysis	lc_ms	untargeted	python_package	programming_package	
94	mineMS2	Annotation	Spectral similarity retrieval	https://github.com/odisce/mineMS2	https://jcheminf.biomedcentral.com/articles/10.1186/s13321-025-01051-y	2025	R	spectral_analysis	platform_independent		r_package	database_knowledgebase	
105	DreaMS	Annotation	Learned spectrum representations	https://github.com/pluskal-lab/DreaMS	https://www.nature.com/articles/s41587-025-02663-3	2025	Python	spectral_analysis	platform_independent	untargeted	python_package	database_knowledgebase	
107	PPGB-MS2	Annotation	Spectrum prediction	https://github.com/zhengfj1994/PPGB_MS2	https://pubs.acs.org/doi/full/10.1021/acs.analchem.4c04375	2024	Python	spectral_analysis	lc_ms		python_package	database_knowledgebase	
125	Weighted spectral similarity for library search	Annotation	Spectral similarity retrieval	https://github.com/enveda/weighting-spectral-similarity	https://pubs.acs.org/doi/full/10.1021/jasms.3c00353	2024	Python	spectral_analysis	platform_independent	untargeted	python_package	programming_package	
148	FIORA	Annotation	Spectrum prediction	https://github.com/BAMeScience/fiora	https://www.nature.com/articles/s41467-025-57422-4#Fig6	2025	Python	spectral_analysis	platform_independent	targeted;untargeted	python_package	programming_package	
194	CLERMS	Annotation	Learned spectrum representations	https://github.com/HaldamirS/CLERMS	https://pubs.acs.org/doi/full/10.1021/acs.analchem.3c00260	2023	Python	spectral_analysis	platform_independent		python_package	programming_package	
219	3DMolMS	Annotation	Spectrum prediction	https://github.com/JosieHong/3DMolMS; https://spectrumprediction.gnps2.org	https://academic.oup.com/bioinformatics/article/39/6/btad354/7186501	2023	Python, Webserver	spectral_analysis	lc_ms		web_app;python_package	web_service	
237	SimMS	Annotation	Spectral similarity retrieval	https://github.com/PangeAI/simms	https://academic.oup.com/bioinformatics/article/41/3/btaf081/8026685	2025	Python	spectral_analysis	platform_independent	untargeted	python_package	database_knowledgebase	
241	ChemEmbed	Annotation	Learned spectrum representations	https://github.com/massspecdl/ChemEmbed	https://www.biorxiv.org/content/10.1101/2025.02.07.637102v1	2025	Python	spectral_analysis	platform_independent		python_package	programming_package	
248	TransExION	Annotation	Spectral similarity retrieval	https://github.com/banhdzui/TransExION	https://link.springer.com/article/10.1186/s13321-024-00858-5	2024	Python	spectral_analysis	platform_independent		python_package	programming_package	
266	BLINK	Annotation	Spectral similarity retrieval	https://github.com/biorack/blink	https://www.nature.com/articles/s41598-023-40496-9	2023	Python	spectral_analysis	platform_independent		python_package	programming_package	
270	compareMS2 2.0	Annotation	Spectral similarity retrieval	https://github.com/524D/compareMS2	https://pubs.acs.org/doi/10.1021/acs.jproteome.2c00457	2022	R, Electron, JavaScript, HTML	spectral_analysis	platform_independent		r_package	programming_package	scope_review_adjacent_field
289	ms-pred	Annotation	Spectrum prediction	https://github.com/coleygroup/ms-pred	https://arxiv.org/abs/2303.06470	2023	Python	spectral_analysis	platform_independent		python_package	programming_package	
291	GrAFF-MS	Annotation	Spectrum prediction	https://www.envedabio.com/posts/a-new-scalable-ml-model-for-accurate-prediction-of-small-molecule-mass-spectra	https://arxiv.org/abs/2301.11419	2023	Python	spectral_analysis	platform_independent		python_package	database_knowledgebase	
292	LSM1-MS2	Annotation	Learned spectrum representations	https://github.com/matterworksbio/LSM1-MS2	https://chemrxiv.org/engage/chemrxiv/article-details/65ecf744e9ebbb4db95a7b14	2024	Python	spectral_analysis	platform_independent		python_package	database_knowledgebase	
295	MARASON	Annotation	Spectrum prediction	https://github.com/coleygroup/ms-pred	https://arxiv.org/abs/2502.17874	2025	Python	spectral_analysis	platform_independent		python_package	programming_package	
316	Graph-Based Multi-scale Learning (GMS)	Annotation	Spectrum prediction	NA	https://link.springer.com/chapter/10.1007/978-981-95-0030-7_2	2025	NA	spectral_analysis	platform_independent			software_application	
352	QC-GN2oMS2	Annotation	Spectrum prediction	https://github.com/PNNL-m-q/qcgnoms	https://pubs.acs.org/doi/abs/10.1021/acs.jcim.4c00446	2024	JavaScript, Python	spectral_analysis	platform_independent		python_package	programming_package	
361	ECDFormer	Specialized		https://github.com/HowardLi1984/ECDFormer	https://www.nature.com/articles/s43588-024-00757-7#Abs1	2025	Python	spectral_analysis	platform_independent		python_package	programming_package	broad_source_bucket_manual_review
381	MoMS-Net	Annotation	Spectrum prediction	NA	https://www.nature.com/articles/s41598-024-51760-x	2024	Python	spectral_analysis	platform_independent		python_package	database_knowledgebase	
409	DeepCDM	Annotation	Spectrum prediction	https://github.com/ADNLab-SCU/DeepCDMs	https://www.nature.com/articles/s41467-024-52805-5	2024	Python	spectral_analysis	lc_ms	untargeted	python_package	programming_package	
462	ESP	Annotation	Spectrum prediction	https://github.com/HassounLab/ESP	https://academic.oup.com/bioinformatics/article/40/8/btae490/7734912	2024	Python	spectral_analysis	platform_independent		python_package	programming_package	
467	GIF	Annotation	Spectrum prediction	NA	https://arxiv.org/abs/2511.09571	2025	Python	spectral_analysis	platform_independent		python_package	workflow_pipeline	
491	SingleFrag	Annotation	Spectrum prediction	https://github.com/MaribelPR/SingleFrag	https://www.biorxiv.org/content/10.1101/2024.11.04.621329v1	2024	Python	spectral_analysis	platform_independent		python_package	programming_package	
500	NPS-MS	Annotation	Spectrum prediction	https://nps-ms.ca/	https://pubs.acs.org/doi/full/10.1021/acs.analchem.3c02413	2023	Webserver	spectral_analysis	platform_independent		web_app	database_knowledgebase	
519	QCxMS2	Annotation	Spectrum prediction	https://github.com/grimme-lab/QCxMS2	https://pubs.acs.org/doi/full/10.1021/jasms.5c00234	2025	Fortran	spectral_analysis	platform_independent		command_line	workflow_pipeline	
539	falcon	Annotation	Spectral similarity retrieval	https://github.com/bittremieux-lab/falcon	https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/rcm.9153	2025	Python	spectral_analysis	platform_independent		python_package	programming_package	scope_review_adjacent_field
540	NPOmix	Biosynthetic Gene Clusters		https://github.com/tiagolbiotech/NPOmix_python	https://academic.oup.com/pnasnexus/advance-article/doi/10.1093/pnasnexus/pgac257/6847575	2022	Python	spectral_analysis	lc_ms	untargeted	python_package	database_knowledgebase	consider_genome_metabolome_linking_capability
544	SpecPCM	Specialized		NA	https://ieeexplore.ieee.org/abstract/document/10753646/	2024	NA	spectral_analysis	platform_independent			database_knowledgebase	broad_source_bucket_manual_review
548	Reverse Spectral Search	Annotation	Spectral similarity retrieval	https://github.com/Philipbear/reverse_search	https://pubs.acs.org/doi/10.1021/acs.analchem.5c02047	2025	Python	spectral_analysis	platform_independent	untargeted	python_package	workflow_pipeline	
